Id,output
1,34.329686274509804
2,20.84
3,34.329686274509804
4,34.329686274509804
5,20.84
6,17.75
7,23.18
8,35.09
9,34.329686274509804
10,34.329686274509804
11,34.329686274509804
12,15.69
13,23.18
14,35.09
15,11.63
16,35.09
17,11.53
18,35.09
19,23.18
20,23.18
21,34.329686274509804
22,35.09
23,34.329686274509804
24,17.3
25,34.329686274509804
26,34.329686274509804
27,34.329686274509804
28,17.75
29,20.84
30,34.329686274509804
31,23.18
32,11.53
33,34.329686274509804
34,12.11
35,35.09
36,35.09
37,23.18
38,23.18
39,17.75
40,23.18
41,23.18
42,34.329686274509804
43,11.63
44,16.7
45,34.329686274509804
46,34.329686274509804
47,23.18
48,34.329686274509804
49,17.3
50,34.329686274509804
51,16.7
52,34.329686274509804
53,34.329686274509804
54,11.63
55,34.329686274509804
56,23.18
57,34.329686274509804
58,34.329686274509804
59,34.329686274509804
60,34.329686274509804
61,11.63
62,34.329686274509804
63,34.329686274509804
64,17.3
65,34.329686274509804
66,23.18
67,35.09
68,23.18
69,34.329686274509804
70,34.329686274509804
71,34.329686274509804
72,15.39
73,34.329686274509804
74,23.18
75,11.63
76,34.329686274509804
77,34.329686274509804
78,35.09
79,35.09
80,34.329686274509804
81,15.85
82,17.75
83,34.329686274509804
84,23.18
85,16.7
86,34.329686274509804
87,17.3
88,34.329686274509804
89,34.329686274509804
90,23.18
91,34.329686274509804
92,34.329686274509804
93,11.63
94,23.18
95,11.53
96,34.329686274509804
97,34.329686274509804
98,17.75
99,35.09
100,34.329686274509804
101,16.7
102,23.18
103,17.75
104,35.09
105,11.53
106,34.329686274509804
107,34.329686274509804
108,34.329686274509804
109,34.329686274509804
110,23.18
111,17.75
112,34.329686274509804
113,17.75
114,34.329686274509804
115,34.329686274509804
116,16.7
117,15.85
118,20.84
119,11.53
120,34.329686274509804
121,35.09
122,16.7
123,17.3
124,20.84
125,34.329686274509804
126,16.7
127,23.18
128,11.53
129,23.18
130,11.53
131,34.329686274509804
132,23.18
133,11.53
134,35.09
135,15.39
136,34.329686274509804
137,15.69
138,11.53
139,11.63
140,23.18
141,20.84
142,34.329686274509804
143,17.75
144,11.53
145,35.09
146,11.63
147,20.84
148,23.18
149,34.329686274509804
150,11.63
151,34.329686274509804
152,34.329686274509804
153,34.329686274509804
154,34.329686274509804
155,34.329686274509804
156,34.329686274509804
157,34.329686274509804
158,35.09
159,17.3
160,16.01
161,23.18
162,20.84
163,17.3
164,23.18
165,34.329686274509804
166,17.3
167,34.329686274509804
168,17.3
169,23.18
170,34.329686274509804
171,34.329686274509804
172,16.01
173,11.53
174,34.329686274509804
175,34.329686274509804
176,12.62
177,20.84
178,34.329686274509804
179,23.18
180,20.84
181,34.329686274509804
182,34.329686274509804
183,34.329686274509804
184,34.329686274509804
185,34.329686274509804
186,16.7
187,34.329686274509804
188,34.329686274509804
189,34.329686274509804
190,23.18
191,23.18
192,34.329686274509804
