Id,output
1,10.496296296296297
2,11.493706293706293
3,13.10590405904059
4,13.10590405904059
5,10.496296296296297
6,11.493706293706293
7,11.493706293706293
8,11.493706293706293
9,13.10590405904059
10,13.10590405904059
11,10.496296296296297
12,11.493706293706293
13,13.10590405904059
14,10.496296296296297
15,10.496296296296297
16,10.496296296296297
17,11.493706293706293
18,10.496296296296297
19,10.496296296296297
20,13.10590405904059
21,10.496296296296297
22,13.10590405904059
23,10.496296296296297
24,10.496296296296297
25,10.496296296296297
26,13.10590405904059
27,10.496296296296297
28,13.10590405904059
29,10.496296296296297
30,13.10590405904059
31,13.10590405904059
32,13.10590405904059
33,11.493706293706293
34,13.10590405904059
35,10.496296296296297
36,11.493706293706293
37,11.493706293706293
38,10.496296296296297
39,11.493706293706293
40,11.493706293706293
41,13.10590405904059
42,11.493706293706293
43,13.10590405904059
44,11.493706293706293
45,10.496296296296297
46,11.493706293706293
47,13.10590405904059
48,10.496296296296297
49,10.496296296296297
50,11.493706293706293
51,13.10590405904059
52,10.496296296296297
53,11.493706293706293
54,11.493706293706293
55,11.493706293706293
56,13.10590405904059
57,13.10590405904059
58,11.493706293706293
59,13.10590405904059
60,13.10590405904059
61,10.496296296296297
62,13.10590405904059
63,10.496296296296297
64,10.496296296296297
65,11.493706293706293
66,10.496296296296297
67,11.493706293706293
68,11.493706293706293
69,10.496296296296297
70,10.496296296296297
71,10.496296296296297
72,11.493706293706293
73,13.10590405904059
74,13.10590405904059
75,13.10590405904059
76,10.496296296296297
77,10.496296296296297
78,10.496296296296297
79,13.10590405904059
80,11.493706293706293
81,11.493706293706293
82,10.496296296296297
83,11.493706293706293
84,10.496296296296297
85,11.493706293706293
86,10.496296296296297
87,10.496296296296297
88,11.493706293706293
89,13.10590405904059
90,11.493706293706293
91,11.493706293706293
92,11.493706293706293
93,13.10590405904059
94,10.496296296296297
95,13.10590405904059
96,13.10590405904059
97,11.493706293706293
98,11.493706293706293
99,10.496296296296297
100,13.10590405904059
101,13.10590405904059
102,13.10590405904059
103,10.496296296296297
104,11.493706293706293
105,11.493706293706293
106,13.10590405904059
107,11.493706293706293
108,11.493706293706293
109,13.10590405904059
110,10.496296296296297
111,10.496296296296297
112,10.496296296296297
113,10.496296296296297
114,13.10590405904059
115,11.493706293706293
116,10.496296296296297
117,10.496296296296297
118,10.496296296296297
119,13.10590405904059
120,13.10590405904059
121,10.496296296296297
122,11.493706293706293
123,11.493706293706293
124,11.493706293706293
125,11.493706293706293
126,13.10590405904059
127,13.10590405904059
128,10.496296296296297
129,10.496296296296297
130,11.493706293706293
131,13.10590405904059
132,10.496296296296297
133,10.496296296296297
134,11.493706293706293
135,13.10590405904059
136,10.496296296296297
137,13.10590405904059
138,11.493706293706293
139,13.10590405904059
140,10.496296296296297
141,11.493706293706293
142,13.10590405904059
143,13.10590405904059
144,10.496296296296297
145,13.10590405904059
146,11.493706293706293
147,10.496296296296297
148,10.496296296296297
149,11.493706293706293
150,11.493706293706293
151,10.496296296296297
152,10.496296296296297
153,11.493706293706293
154,11.493706293706293
155,10.496296296296297
156,13.10590405904059
157,13.10590405904059
158,10.496296296296297
159,11.493706293706293
160,10.496296296296297
161,10.496296296296297
162,11.493706293706293
163,13.10590405904059
164,10.496296296296297
165,11.493706293706293
166,13.10590405904059
167,11.493706293706293
168,10.496296296296297
169,11.493706293706293
170,10.496296296296297
171,11.493706293706293
172,11.493706293706293
173,10.496296296296297
174,10.496296296296297
175,11.493706293706293
176,11.493706293706293
177,10.496296296296297
178,10.496296296296297
179,13.10590405904059
180,10.496296296296297
181,13.10590405904059
182,11.493706293706293
183,13.10590405904059
184,10.496296296296297
185,10.496296296296297
186,11.493706293706293
187,11.493706293706293
188,11.493706293706293
189,13.10590405904059
190,13.10590405904059
191,13.10590405904059
192,11.493706293706293
193,13.10590405904059
194,11.493706293706293
195,10.496296296296297
196,11.493706293706293
197,11.493706293706293
198,10.496296296296297
199,13.10590405904059
200,11.493706293706293
201,10.496296296296297
202,11.493706293706293
203,11.493706293706293
204,11.493706293706293
205,10.496296296296297
206,11.493706293706293
207,10.496296296296297
208,11.493706293706293
209,11.493706293706293
210,11.493706293706293
211,10.496296296296297
212,10.496296296296297
213,13.10590405904059
214,10.496296296296297
215,10.496296296296297
216,10.496296296296297
217,10.496296296296297
218,13.10590405904059
219,10.496296296296297
220,11.493706293706293
221,13.10590405904059
222,10.496296296296297
223,13.10590405904059
224,13.10590405904059
225,10.496296296296297
226,10.496296296296297
227,10.496296296296297
228,10.496296296296297
229,11.493706293706293
230,11.493706293706293
231,13.10590405904059
232,10.496296296296297
